"artificial_bed_id","code","code2","bed_thickness","gravel_fraction","heterolithic_fraction","gs_category","combined_trend","lam_category","log_ID","element_ID","subset_ID","case_study_ID","system_ID","element_interpret","element_general_type","element_length","element_length_type","element_width","element_width_type","element_thickness","element_thickness_type","data_type","facies_suit_proportions_type","cs_name","cs_age_from","cs_age_to","sys_name","sys_age_from","sys_age_to","palaeo_lat_range","palaeo_latitude","palaeo_lat_hemisphere","sand_fraction","sys_gs_category","age","epoch","period","era","start_ma","end_ma","climate","vegetation","supercontinent_setting","climate_phases","age_order","period_order","era_order","period_color"
5052,"S-F-m","F-m",0.26,0,0,"S","F","m",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5053,"S-N-m","N-m",0.56,0,0,"S","N","m",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5054,"S-N-m","N-m",0.82,0,0,"S","N","m",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5055,"S-N-m","N-m",0.67,0,0,"S","N","m",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5056,"S-N-l","N-l",0.16,0,0,"S","N","l",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5057,"S-N-m","N-m",0.29,0,0,"S","N","m",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5058,"S-N-l","N-l",0.31,0,0,"S","N","l",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5059,"S-N-m","N-m",0.23,0,0,"S","N","m",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5060,"S-N-m","N-m",0.06,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5061,"S-N-m","N-m",0.07,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5062,"S-N-m","N-m",0.35,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5063,"S-N-l","N-l",0.16,0,0,"S","N","l",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5064,"S-N-m","N-m",0.1,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5065,"S-N-m","N-m",0.08,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5066,"S-N-m","N-m",0.22,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5067,"S-N-l","N-l",0.15,0,0,"S","N","l",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5068,"S-N-m","N-m",0.16,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5069,"S-N-m","N-m",0.04,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5070,"S-N-m","N-m",0.54,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5071,"S-N-x","N-x",1.39,0,0,"S","N","x",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5072,"S-N-l","N-l",0.05,0,0,"S","N","l",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5073,"S-F-l","F-l",0.19,0,0,"S","F","l",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5074,"S-F-l","F-l",0.12,0,0,"S","F","l",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5075,"S-N-l","N-l",0.04,0,0,"S","N","l",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5076,"S-N-l","N-l",0.07,0,0,"S","N","l",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5077,"S-N-m","N-m",0.03,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5078,"S-N-x","N-x",2.4,0,0,"S","N","x",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5079,"S-N-x","N-x",0.63,0,0,"S","N","x",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5080,"S-N-m","N-m",0.33,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5081,"S-N-x","N-x",0.17,0,0,"S","N","x",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5082,"S-N-m","N-m",0.04,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5083,"S-N-m","N-m",0.21,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5085,"S-N-m","N-m",0.15,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5086,"S-N-x","N-x",0.1,0,0,"S","N","x",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5087,"S-N-m","N-m",0.05,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5088,"S-N-m","N-m",0.04,0,0,"S","N","m",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5089,"S-F-x","F-x",0.51,0,0,"S","F","x",1081,12484,297,126,112,"channel complex","channel",10000,NA,352.239990234375,"unlimited eroded",12.0299997329712,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
